,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,30,18,75219,8.76166725,-0.104843177,-0.10420157,-0.150458306,-16.0,-0.008435111,-1.0,0,-1.0
1,21,9,9,8.83555698,-0.033712782000000004,-0.102138937,-0.153800249,-16.0,-0.00348911,-1.0,0,-1.0
2,27,15,15,8.88373852,-0.091529451,-0.069636621,-0.154583484,-16.0,-0.0078109619999999986,-1.0,0,-1.0
3,22,10,10,8.84407139,-0.044684392,-0.08424399800000001,-0.153922051,-16.0,-0.00416485,-1.0,0,-1.0
4,25,13,13,8.90814018,-0.066810325,-0.063818887,-0.15572810199999998,-16.0,-0.006139392,-1.0,0,-1.0
5,15,3,3,8.75081539,0.014499432,-0.094288886,-0.151771083,-16.0,-9.94e-06,-1.0,0,-1.0
6,14,2,2,8.99374676,0.016251117,-0.061314538,-0.15983024199999998,-16.0,-2.39e-05,-1.0,0,-1.0
7,28,16,16,8.88231277,-0.102911085,-0.052813642,-0.154583946,-16.0,-0.009341411,-1.0,0,-1.0
8,18,6,6,8.8258276,-0.010301543,-0.07367488700000001,-0.15386541199999998,-16.0,-0.001674538,-1.0,0,-1.0
9,23,11,11,8.94557667,-0.037403992999999996,-0.052408364000000006,-0.157451868,-16.0,-0.004539227,-1.0,0,-1.0
10,26,14,14,8.98236465,-0.05402915900000002,-0.051221062000000005,-0.158801407,-16.0,-0.007617823,-1.0,0,-1.0
11,19,7,7,8.94515038,-0.017547893999999998,-0.04918614,-0.15757696300000001,-16.0,-0.002470945,-1.0,0,-1.0
